Name,Website,Country,Spider,Source,Count,Type,All the places Most Recent Link
Ikks,ikks.com,,ikks,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,243,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ikks.geojson
Interparking,interparking.be,,interparking,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,357,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/interparking.geojson
Intersport,intersportnet.com.au,au,intersport_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,83,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/intersport_au.geojson
Intratuin,intratuin.nl,,intratuin,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,60,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/intratuin.geojson
Ionity,ionity.eu,,ionity,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,947,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ionity.geojson
Iron Mountain,ironmountain.com,,iron_mountain,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,510,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/iron_mountain.geojson
Irving Oil,irvingoil.com,,irving_oil,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,878,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/irving_oil.geojson
Ismash,ismashusa.co.uk,gb,ismash_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,35,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ismash_gb.geojson
Jack In The Box,jackinthebox.com,,jack_in_the_box,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,98,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jack_in_the_box.geojson
Jackson Hewitt,jacksonhewitt.com,,jackson_hewitt,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"5,035",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jackson_hewitt.geojson
Jamba Juice,jamba.com,,jamba_juice,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,688,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jamba_juice.geojson
Jardiland,jardiland.com,,jardiland,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,163,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jardiland.geojson
Jasmil,jasmil.ca,,jasmil,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,5,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jasmil.geojson
Jasons Deli,jasonsdeli.com,,jasons_deli,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,237,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jasons_deli.geojson
Jaycar,jaycar.com.au,au,jaycar_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jaycar_au.geojson
Jb Hifi,jbhifi.com.au,au,jb_hifi_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,216,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jb_hifi_au.geojson
Jcpenney,jcpenney.com,,jcpenney,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,629,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jcpenney.geojson
Jd Sports,jdsports.co.uk,gb,jd_sports_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,331,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jd_sports_gb.geojson
Jd Sports,jdsports.com,us,jd_sports_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,431,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jd_sports_us.geojson
J D Wetherspoon,jdwetherspoon.com,,j_d_wetherspoon,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,824,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/j_d_wetherspoon.geojson
Jean Coutu,jeancoutu.ca,ca,jean_coutu_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,421,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jean_coutu_ca.geojson
Jersey Mikes,jerseymikes.ca,ca,jersey_mikes_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,36,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jersey_mikes_ca.geojson
Jersey Mikes,jerseymikes.com,us,jersey_mikes_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"3,362",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jersey_mikes_us.geojson
Jewson,jewson.co.uk,gb,jewson_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,388,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jewson_gb.geojson
Jiffy Lube,jiffylube.com,us,jiffy_lube_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,077",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jiffy_lube_us.geojson
Jimmy Johns,jimmyjohns.com,us,jimmy_johns_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,815",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jimmy_johns_us.geojson
Jjill,jjill.com,,jjill,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,255,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jjill.geojson
Jll,jll.com,,jll,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,276,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/jll.geojson
Journeys,journeys.com,,journeys,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,33,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/journeys.geojson
Just Group,justgroup.com.au,,just_group,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,691,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/just_group.geojson
Juut,juut.com,us,juut_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,6,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/juut_us.geojson
Kahve Dunyasi,kahvedunyasi.com,,kahve_dunyasi,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,351,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kahve_dunyasi.geojson
Kappahl,kappahl.com,,kappahl,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,340,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kappahl.geojson
Kate Spade,katespade.com,,kate_spade,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,279,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kate_spade.geojson
Kendra Scott,kendrascott.com,us,kendra_scott_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,193,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kendra_scott_us.geojson
Keybank,key.com,us,keybank_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,970,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/keybank_us.geojson
Kfc,kfc.at,at,kfc_at,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,24,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kfc_at.geojson
KFC,kfc.ca,ca,kfc_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,690,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kfc_ca.geojson
KFC,kfc.co.uk,gb,kfc_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,052",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kfc_gb.geojson
KFC,kfc.com,us,kfc_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"3,765",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kfc_us.geojson
Kfc,kfc.com.au,au,kfc_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,859,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kfc_au.geojson
Kia,kia.com,us,kia_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,582",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kia_us.geojson
Kid Strong,kidstrong.com,,kid_strong,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kid_strong.geojson
Kiko Milano,kikocosmetics.com,,kiko_milano,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,226",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kiko_milano.geojson
Kindercare,kindercare.com,us,kindercare_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,457",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kindercare_us.geojson
King Kullen,kingkullen.com,us,king_kullen_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,27,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/king_kullen_us.geojson
Kirklands,kirklands.com,us,kirklands_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,235,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kirklands_us.geojson
Kjell & Company,kjell.com,,kjell_and_company,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,148,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kjell_and_company.geojson
Kohls,kohls.com,us,kohls_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,151",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kohls_us.geojson
Kona Grill,konagrill.com,us,kona_grill_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,22,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kona_grill_us.geojson
Kop & Kande,kop-kande.dk,,kop_and_kande,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,56,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kop_and_kande.geojson
Kaiser Permanente,kp.org,us,kaiser_permanente_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"7,089",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kaiser_permanente_us.geojson
Kpmg,kpmg.com,,kpmg,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,267,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kpmg.geojson
Krispy Kreme,Krispykreme.co.uk,gb,krispy_kreme_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,107,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/krispy_kreme_gb.geojson
Krispy Kreme,Krispykreme.com,us,krispy_kreme_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,343,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/krispy_kreme_us.geojson
Krispy Krunchy Chicken,krispykrunchy.com,us,krispy_krunchy_chicken_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"3,707",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/krispy_krunchy_chicken_us.geojson
Kroger,kroger.com,us,kroger_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"6,222",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kroger_us.geojson
Krystal,krystal.com,us,krystal_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,251,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/krystal_us.geojson
Kwantum,kwantum.nl,,kwantum,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,110,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kwantum.geojson
Kwik Fill,kwikfill.com,us,kwik_fill_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,312,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kwik_fill_us.geojson
Kwik Trip,kwiktrip.com,,kwik_trip,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,904,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kwik_trip.geojson
Lab Corp,labcorp.com,us,lab_corp_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,269",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lab_corp_us.geojson
Lacoste,lacoste.com,,lacoste,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,080",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lacoste.geojson
La Fitness,lafitness.com,,la_fitness,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,597,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/la_fitness.geojson
Lane Bryant,lanebryant.com,us,lane_bryant_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,365,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lane_bryant_us.geojson
Larosas,larosas.com,,larosas,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,61,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/larosas.geojson
La Salsa,lasalsamenu.com,us,la_salsa_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,4,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/la_salsa_us.geojson
Lasik Plus,lasikplus.com,us,lasik_plus_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lasik_plus_us.geojson
Lcbo,lcbo.com,ca,lcbo_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,693,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lcbo_ca.geojson
Le Creuset,lecreuset.com,,le_creuset,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,125,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/le_creuset.geojson
Lees Sandwiches,leesandwiches.com,us,lees_sandwiches_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,65,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lees_sandwiches_us.geojson
Lees Famous Recipe,leesfamousrecipe.com,,lees_famous_recipe,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,127,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lees_famous_recipe.geojson
Leyland Sdm,leylandsdm.co.uk,gb,leyland_sdm_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,36,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/leyland_sdm_gb.geojson
Lhw,lhw.com,,lhw,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,470,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lhw.geojson
Liberty Tax,libertytax.com,us,liberty_tax_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,612",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/liberty_tax_us.geojson
Lidl,lidl.at,at,lidl_at,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,252,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lidl_at.geojson
Lidl,lidl.com,gb,lidl_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,015",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lidl_gb.geojson
Lids,lids.com,,lids,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lids.geojson
Life Time,lifetime.life,,life_time,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,221,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/life_time.geojson
Little Caesars,littlecaesars.com,us,little_caesars_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,293",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/little_caesars_us.geojson
Ljsilvers,ljsilvers.com,,ljsilvers,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,485,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ljsilvers.geojson
Loblaws,loblaws.ca,,loblaws,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,118",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/loblaws.geojson
Loft,loft.com,us,loft_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,496,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/loft_us.geojson
Kiwoko,lojas.kiwoko.pt,,kiwoko,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,42,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/kiwoko.geojson
Longchamp,longchamp.com,us,longchamp_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,192,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/longchamp_us.geojson
Longdan,longdan.co.uk,gb,longdan_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,14,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/longdan_gb.geojson
Loves,loves.com,us,loves_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,731,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/loves_us.geojson
Lovisa,lovisa.com,,lovisa,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,152",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lovisa.geojson
Lowes,lowes.com,us,lowes_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,5,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lowes_us.geojson
Lowes Foods,lowesfoods.com,,lowes_foods,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,82,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lowes_foods.geojson
Lukoil,lukoilamericas.com,,lukoil,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"4,669",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lukoil.geojson
Lululemon,lululemon.com,us,lululemon_ca_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,448,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/lululemon_ca_us.geojson
